Barcode_i	Barcode_j	Condition1	Condition2	Z_Condition1	Z_Condition2	Class_Condition1	Class_Condition2	DeltaZ	DeltaZ_FDR
RAD55_donor_2	MUS81_recipient_1	CSPL	NoDrug	-5.75854076337287	0.0866268387228964	AGGRAVATING	NEUTRAL	-5.84516760209577	3.93605299607787e-05
RAD55_donor_2	RAD18_recipient_2	CSPL	NoDrug	-3.58804025539518	-13.9913032488199	NEUTRAL	AGGRAVATING	10.4032629934247	6.6443137517189e-16
RAD55_donor_2	RAD59_recipient_1	CSPL	NoDrug	0.131691996709428	-16.2041189747986	NEUTRAL	AGGRAVATING	16.335810971508	6.34669648703342e-38
RAD55_donor_2	RTT101_recipient_1	CSPL	NoDrug	-5.23262816323413	-1.23252622358388	AGGRAVATING	NEUTRAL	-4.00010193965025	0.0101825502870064
RAD55_donor_2	RTT107_recipient_1	CSPL	NoDrug	-10.0291362166849	-3.15870102235537	AGGRAVATING	NEUTRAL	-6.87043519432953	9.10172567308815e-07
RAD59_donor_1	MMS1_recipient_1	CSPL	NoDrug	-1.85684929093425	-5.77938868339551	NEUTRAL	AGGRAVATING	3.92253939246126	0.00720092582056636
RAD59_donor_1	RAD18_recipient_1	CSPL	NoDrug	-2.81685602876957	-7.03701708636149	NEUTRAL	AGGRAVATING	4.22016105759191	0.00336816698306054
RAD59_donor_1	RAD18_recipient_2	CSPL	NoDrug	2.18863096163188	-15.3937324947476	NEUTRAL	AGGRAVATING	17.5823634563795	9.31689490868776e-44
RAD59_donor_1	RAD55_recipient_1	CSPL	NoDrug	-0.120860884342193	-8.56068208887565	NEUTRAL	AGGRAVATING	8.43982120453346	1.0768996482322e-10
RAD59_donor_1	RAD5_recipient_1	CSPL	NoDrug	5.54845388442321	-12.584411651613	ALLEVIATING	AGGRAVATING	18.1328655360362	2.29070319767224e-46
RAD59_donor_2	MMS1_recipient_1	CSPL	NoDrug	1.19548373431813	-5.2436263292787	NEUTRAL	AGGRAVATING	6.43911006359684	1.63900409402332e-06
RAD59_donor_2	RAD18_recipient_1	CSPL	NoDrug	-0.602861562568554	-19.3980838266244	NEUTRAL	AGGRAVATING	18.7952222640559	9.44189866113808e-50
RAD59_donor_2	RAD18_recipient_2	CSPL	NoDrug	0.243925846924988	-18.9633225869456	NEUTRAL	AGGRAVATING	19.2072484338706	7.16065992868932e-52
RAD59_donor_2	RAD55_recipient_1	CSPL	NoDrug	-2.639764149415	-18.408203530913	NEUTRAL	AGGRAVATING	15.768439381498	1.97599590865428e-35
RAD59_donor_2	RAD5_recipient_1	CSPL	NoDrug	-1.41818242918015	-20.8351695315673	NEUTRAL	AGGRAVATING	19.4169871023871	1.02121854834037e-52
RAD59_donor_2	RAD5_recipient_2	CSPL	NoDrug	-3.48837212093652	-20.0475779972861	NEUTRAL	AGGRAVATING	16.5592058763496	6.24253767814041e-39
RAD61_donor_1	CLA4_recipient_1	CSPL	NoDrug	-8.68233768200237	-2.13078156221703	AGGRAVATING	NEUTRAL	-6.55155611978534	3.47064224084188e-06
RAD61_donor_1	RAD52_recipient_1	CSPL	NoDrug	-5.5666513060713	-0.228355956151104	AGGRAVATING	NEUTRAL	-5.3382953499202	0.000226449135027068
RAD61_donor_1	SRS2_recipient_2	CSPL	NoDrug	-16.5963591461427	-2.82031337586163	AGGRAVATING	NEUTRAL	-13.7760457702811	2.47223434968167e-26
RAD61_donor_1	CSM3_recipient_2	CSPL	NoDrug	-2.95197801528249	-6.35413993106272	NEUTRAL	AGGRAVATING	3.40216191578023	0.0233974625962715
RTT101_donor_1	MAG1_recipient_1	CSPL	NoDrug	0.515277321146061	-5.46127158158392	NEUTRAL	AGGRAVATING	5.97654890272998	1.06316793441255e-05
RTT101_donor_1	MMS1_recipient_1	CSPL	NoDrug	5.16846280956524	9.39775535387827	NEUTRAL	ALLEVIATING	-4.22929254431302	0.00540846434829096
RTT101_donor_1	CLA4_recipient_1	CSPL	NoDrug	-9.08617248139	-3.65239529942723	AGGRAVATING	NEUTRAL	-5.43377718196277	0.000167174790764188
RTT101_donor_1	CSM3_recipient_2	CSPL	NoDrug	-6.89143035009751	-2.29126443296007	AGGRAVATING	NEUTRAL	-4.60016591713744	0.00195557402030812
RTT101_donor_2	MAG1_recipient_1	CSPL	NoDrug	0.995867478256543	-5.6701322450152	NEUTRAL	AGGRAVATING	6.66599972327174	6.207351139435e-07
RTT101_donor_2	MMS1_recipient_1	CSPL	NoDrug	4.33381963753355	9.75250020219698	NEUTRAL	ALLEVIATING	-5.41868056466343	0.00017264297327453
RTT101_donor_2	MPH1_recipient_1	CSPL	NoDrug	6.19000407972179	1.37736971051448	ALLEVIATING	NEUTRAL	4.81263436920731	0.000599705212085479
RTT101_donor_2	SGS1_recipient_1	CSPL	NoDrug	-2.54655382125551	-14.6026191892343	NEUTRAL	AGGRAVATING	12.0560653679788	4.71918343752175e-21
RTT107_donor_1	MAG1_recipient_1	CSPL	NoDrug	1.77454057369092	-6.24363461823384	NEUTRAL	AGGRAVATING	8.01817519192477	9.88325764109922e-10
RTT107_donor_1	MMS4_recipient_1	CSPL	NoDrug	-1.45872807790205	-13.2819938053636	NEUTRAL	AGGRAVATING	11.8232657274615	2.67349121063823e-20
RTT107_donor_1	RAD55_recipient_1	CSPL	NoDrug	-4.79240990826376	1.18821745769229	AGGRAVATING	NEUTRAL	-5.98062736595606	2.92322950681733e-05
RTT107_donor_1	RAD5_recipient_1	CSPL	NoDrug	1.44053900750725	-6.86307820655705	NEUTRAL	AGGRAVATING	8.3036172140643	2.17705231752078e-10
RTT107_donor_1	RAD5_recipient_2	CSPL	NoDrug	-1.27898856122191	-5.99607520484968	NEUTRAL	AGGRAVATING	4.71708664362777	0.0008126701938735
RTT107_donor_2	MAG1_recipient_1	CSPL	NoDrug	2.38912040521496	-5.2284657072518	NEUTRAL	AGGRAVATING	7.61758611246676	7.56005050195303e-09
RTT107_donor_2	MMS4_recipient_1	CSPL	NoDrug	-0.694912438216682	-12.5575758032306	NEUTRAL	AGGRAVATING	11.8626633650139	2.02616938211496e-20
RTT107_donor_2	MPH1_recipient_1	CSPL	NoDrug	-5.54390132122075	-1.19241384532479	AGGRAVATING	NEUTRAL	-4.35148747589596	0.00386240359105354
RTT107_donor_2	RAD55_recipient_1	CSPL	NoDrug	-8.42092129088136	0.252251778794597	AGGRAVATING	NEUTRAL	-8.67317306967596	1.4880604581772e-10
RTT107_donor_2	RAD5_recipient_1	CSPL	NoDrug	-2.16343848091978	-8.94744907752342	NEUTRAL	AGGRAVATING	6.78401059660364	3.69741437575487e-07
RTT107_donor_2	RAD5_recipient_2	CSPL	NoDrug	-4.10980313903667	-9.34779546916307	NEUTRAL	AGGRAVATING	5.23799233012641	0.000153672639946221
CLA4_donor_2	MMS1_recipient_1	CSPL	NoDrug	-1.41115699359468	-8.28047767102275	NEUTRAL	AGGRAVATING	6.86932067742807	2.61225929808801e-07
CLA4_donor_2	RAD18_recipient_1	CSPL	NoDrug	-3.63784539103904	-14.4918535317453	NEUTRAL	AGGRAVATING	10.8540081407062	3.0439004657046e-17
CLA4_donor_2	RAD18_recipient_2	CSPL	NoDrug	-4.06878850697538	-23.3529480882714	NEUTRAL	AGGRAVATING	19.284159581296	3.63723360155128e-52
CLA4_donor_2	CSM3_recipient_1	CSPL	NoDrug	-12.9874424050026	-2.34334095371808	AGGRAVATING	NEUTRAL	-10.6441014512845	9.6162414935761e-16
CLA4_donor_2	CSM3_recipient_2	CSPL	NoDrug	-10.1427796112345	-2.35500808087063	AGGRAVATING	NEUTRAL	-7.78777153036389	1.46914503718932e-08
SGS1_donor_1	MAG1_recipient_1	CSPL	NoDrug	-7.34888380266916	-0.963196159494585	AGGRAVATING	NEUTRAL	-6.38568764317458	6.53903192373205e-06
SGS1_donor_1	MMS1_recipient_1	CSPL	NoDrug	-8.1042485119446	-3.21227541230069	AGGRAVATING	NEUTRAL	-4.89197309964391	0.000878898067175247
SGS1_donor_1	RAD52_recipient_1	CSPL	NoDrug	5.64716111256985	1.68084064786978	ALLEVIATING	NEUTRAL	3.96632046470007	0.00647766854341119
SGS1_donor_1	RAD55_recipient_1	CSPL	NoDrug	3.63056426434429	8.74495804560335	NEUTRAL	ALLEVIATING	-5.11439378125905	0.00045187053027543
SGS1_donor_1	RAD57_recipient_1	CSPL	NoDrug	7.11190324843455	3.90144725885282	ALLEVIATING	NEUTRAL	3.21045598958174	0.0349702150195824
SGS1_donor_1	RTT101_recipient_1	CSPL	NoDrug	-1.04195248762956	-8.99249628442805	NEUTRAL	AGGRAVATING	7.95054379679849	1.39202177867778e-09
SGS1_donor_1	RTT101_recipient_2	CSPL	NoDrug	3.28307057788833	-10.6975867004652	NEUTRAL	AGGRAVATING	13.9806572783536	4.67893938771369e-28
SGS1_donor_1	RTT107_recipient_1	CSPL	NoDrug	-3.33340474744349	-13.7004816272964	NEUTRAL	AGGRAVATING	10.367076879853	8.32444708741759e-16
SGS1_donor_1	CSM3_recipient_2	CSPL	NoDrug	-2.77402471110824	-8.49351394218045	NEUTRAL	AGGRAVATING	5.71948923107221	2.76647445047711e-05
SGS1_donor_2	MAG1_recipient_1	CSPL	NoDrug	-6.07023308084963	-0.444297552356283	AGGRAVATING	NEUTRAL	-5.62593552849335	8.53046086975952e-05
SGS1_donor_2	RTT101_recipient_1	CSPL	NoDrug	-3.51115262900765	-11.6951763145637	NEUTRAL	AGGRAVATING	8.18402368555605	4.11770764783283e-10
SGS1_donor_2	RTT101_recipient_2	CSPL	NoDrug	-0.030892933738403	-12.1448588912811	NEUTRAL	AGGRAVATING	12.1139659575427	3.07816613665402e-21
SHU1_donor_1	RAD54_recipient_2	CSPL	NoDrug	-5.43525611714616	-0.974756096933643	AGGRAVATING	NEUTRAL	-4.46050002021252	0.00289266812294083
SLX4_donor_1	RTT101_recipient_2	CSPL	NoDrug	6.00163695330581	0.200421526537733	ALLEVIATING	NEUTRAL	5.80121542676807	2.05968568406396e-05
SRS2_donor_1	RAD18_recipient_2	CSPL	NoDrug	3.68681320879251	8.09689644797567	NEUTRAL	ALLEVIATING	-4.41008323918316	0.00332781113789352
SRS2_donor_2	MAG1_recipient_1	CSPL	NoDrug	-9.68807627534868	-1.20046253350246	AGGRAVATING	NEUTRAL	-8.48761374184621	3.91486416234242e-10
SRS2_donor_2	MMS1_recipient_1	CSPL	NoDrug	-2.06661065859702	-7.07864829318956	NEUTRAL	AGGRAVATING	5.01203763459255	0.000325166251140098
SRS2_donor_2	MPH1_recipient_1	CSPL	NoDrug	-4.25991313983614	-10.2326748988664	NEUTRAL	AGGRAVATING	5.97276175903029	1.06621289952529e-05
SRS2_donor_2	RAD52_recipient_1	CSPL	NoDrug	-6.84101953521226	-1.59324692254004	AGGRAVATING	NEUTRAL	-5.24777261267222	0.00029387271114942
SRS2_donor_2	RAD54_recipient_2	CSPL	NoDrug	-3.32119447157974	-6.39302650936495	NEUTRAL	AGGRAVATING	3.0718320377852	0.0458139089168144
SRS2_donor_2	SGS1_recipient_1	CSPL	NoDrug	-3.2160137626635	-6.2924543671709	NEUTRAL	AGGRAVATING	3.07644060450741	0.0456094004987355
CSM3_donor_1	CLA4_recipient_1	CSPL	NoDrug	-8.75991125333726	-2.78677424662427	AGGRAVATING	NEUTRAL	-5.97313700671299	2.91249138187526e-05
CSM3_donor_1	RAD18_recipient_1	CSPL	NoDrug	0.404724532903576	-8.2341546769468	NEUTRAL	AGGRAVATING	8.63887920985037	3.62123162448125e-11
CSM3_donor_2	CLA4_recipient_1	CSPL	NoDrug	-8.80311161932546	-1.95662761657075	AGGRAVATING	NEUTRAL	-6.84648400275471	9.67546459330652e-07
CSM3_donor_2	RAD18_recipient_1	CSPL	NoDrug	4.40893874633351	-8.29647559971655	NEUTRAL	AGGRAVATING	12.7054143460501	2.58485233408204e-23
CSM3_donor_2	RAD18_recipient_2	CSPL	NoDrug	-0.328575458178142	-16.9182004908573	NEUTRAL	AGGRAVATING	16.5896250326791	4.89990337732335e-39
CSM3_donor_2	RAD52_recipient_1	CSPL	NoDrug	-1.10785551672596	-5.61449951811202	NEUTRAL	AGGRAVATING	4.50664400138606	0.00154468288830136
CSM3_donor_2	RTT107_recipient_1	CSPL	NoDrug	-6.52264200337723	4.17590390351785	AGGRAVATING	NEUTRAL	-10.6985459068951	7.87468178315402e-16
MAG1_donor_1	SGS1_recipient_1	CSPL	DMSO	-8.17420047467448	1.73174230299637	AGGRAVATING	NEUTRAL	-9.90594277767085	9.14616332690948e-12
MAG1_donor_1	SRS2_recipient_1	CSPL	DMSO	-5.3417576223397	-0.474533790537128	AGGRAVATING	NEUTRAL	-4.86722383180257	0.0024723582253531
MAG1_donor_2	MMS1_recipient_1	CSPL	DMSO	6.05924367482703	-0.835042713521029	ALLEVIATING	NEUTRAL	6.89428638834806	1.99899449616023e-06
MAG1_donor_2	RAD55_recipient_1	CSPL	DMSO	6.76947641182162	2.07465822572794	ALLEVIATING	NEUTRAL	4.69481818609369	0.00199496412559936
MAG1_donor_2	RAD61_recipient_1	CSPL	DMSO	-6.31941423640799	1.47400335435546	AGGRAVATING	NEUTRAL	-7.79341759076345	1.40172176963823e-07
MMS1_donor_1	MUS81_recipient_1	CSPL	DMSO	1.03715748230409	-4.12024192522124	NEUTRAL	AGGRAVATING	5.15739940752533	0.000579484697075297
MMS1_donor_1	CLA4_recipient_1	CSPL	DMSO	-0.530054613192052	-5.40188241414138	NEUTRAL	AGGRAVATING	4.87182780094933	0.00128090059695591
MMS1_donor_1	PSY3_recipient_2	CSPL	DMSO	-4.17762340467734	-8.61067897078702	NEUTRAL	AGGRAVATING	4.43305556610968	0.00380129472073412
MMS1_donor_1	RAD18_recipient_2	CSPL	DMSO	0.242953604823989	-4.17132822381777	NEUTRAL	AGGRAVATING	4.41428182864176	0.00396851959546774
MMS1_donor_1	RAD59_recipient_1	CSPL	DMSO	-2.75640548919136	-8.45782269475979	NEUTRAL	AGGRAVATING	5.70141720556843	0.000120128838146327
MMS1_donor_1	RTT107_recipient_1	CSPL	DMSO	-8.14221659129704	-3.02761856015171	AGGRAVATING	NEUTRAL	-5.11459803114533	0.00128572136030337
MMS1_donor_1	SGS1_recipient_1	CSPL	DMSO	-7.99533711861335	-3.57442523647094	AGGRAVATING	NEUTRAL	-4.42091188214241	0.0068660527447796
MMS1_donor_1	SRS2_recipient_1	CSPL	DMSO	5.55494725919658	-8.44979893132018	ALLEVIATING	AGGRAVATING	14.0047461905168	2.91892579092032e-24
MMS1_donor_1	CSM3_recipient_1	CSPL	DMSO	-4.99276710448309	-0.113399737311286	AGGRAVATING	NEUTRAL	-4.87936736717181	0.00242440861840794
MMS1_donor_2	MPH1_recipient_1	CSPL	DMSO	7.08097324805364	-2.43378339896961	ALLEVIATING	NEUTRAL	9.51475664702324	1.27735059973833e-11
MMS1_donor_2	RAD54_recipient_1	CSPL	DMSO	0.503586881980093	-4.25493568783502	NEUTRAL	AGGRAVATING	4.75852256981511	0.00167857226616289
MMS1_donor_2	RTT101_recipient_1	CSPL	DMSO	-0.816978689301373	7.50972130187258	NEUTRAL	ALLEVIATING	-8.32669999117395	1.43713891072912e-08
MMS1_donor_2	RTT101_recipient_2	CSPL	DMSO	-4.74042212476671	9.23265371521672	AGGRAVATING	ALLEVIATING	-13.9730758399834	2.74219089386759e-23
MMS1_donor_2	SGS1_recipient_1	CSPL	DMSO	-6.0913758105915	-1.26809836123369	AGGRAVATING	NEUTRAL	-4.82327744935781	0.00272267760952901
MMS1_donor_2	SRS2_recipient_2	CSPL	DMSO	-1.8029876777174	-5.81145329361552	NEUTRAL	AGGRAVATING	4.00846561589812	0.0103404766703402
MMS4_donor_1	RAD5_recipient_2	CSPL	DMSO	-3.84946951690884	-16.3296441923146	NEUTRAL	AGGRAVATING	12.4801746754057	1.81477495351454e-19
MMS4_donor_1	RTT101_recipient_2	CSPL	DMSO	-5.69662445559944	0.191747988731731	AGGRAVATING	NEUTRAL	-5.88837244433118	0.000154080104340782
MMS4_donor_1	RTT107_recipient_1	CSPL	DMSO	1.79876801983193	-6.38056039048421	NEUTRAL	AGGRAVATING	8.17932841031613	9.81155903596184e-09
MMS4_donor_1	SRS2_recipient_2	CSPL	DMSO	-3.93968414051284	-8.8268536299393	NEUTRAL	AGGRAVATING	4.88716948942646	0.00123504506675179
MMS4_donor_2	MAG1_recipient_1	CSPL	DMSO	-4.81407558499333	-0.17652026760491	AGGRAVATING	NEUTRAL	-4.63755531738842	0.00434542145232858
MMS4_donor_2	MPH1_recipient_1	CSPL	DMSO	1.77244913422502	-16.0783507611408	NEUTRAL	AGGRAVATING	17.8507998953658	6.51319867232541e-39
MMS4_donor_2	RAD5_recipient_1	CSPL	DMSO	-1.69054530341467	-21.363535834047	NEUTRAL	AGGRAVATING	19.6729905306323	9.66099371913069e-47
MMS4_donor_2	RTT107_recipient_1	CSPL	DMSO	-3.70708539680292	-16.7391507653596	NEUTRAL	AGGRAVATING	13.0320653685566	3.86584481092123e-21
MPH1_donor_1	RAD54_recipient_2	CSPL	DMSO	2.44809518901728	6.9585701638964	NEUTRAL	ALLEVIATING	-4.51047497487911	0.0057534328165939
MPH1_donor_1	SGS1_recipient_1	CSPL	DMSO	0.303679218290149	-4.1085039866596	NEUTRAL	AGGRAVATING	4.41218320494975	0.00396268802816407
MPH1_donor_1	SHU2_recipient_2	CSPL	DMSO	-1.98370027926592	-6.5336966150331	NEUTRAL	AGGRAVATING	4.54999633576718	0.00285096813479084
MPH1_donor_1	SRS2_recipient_2	CSPL	DMSO	-0.0042043267497382	-11.4597840158479	NEUTRAL	AGGRAVATING	11.4555796890981	1.54790092497584e-16
MPH1_donor_2	MMS4_recipient_1	CSPL	DMSO	-1.09267386393941	-7.14924179818352	NEUTRAL	AGGRAVATING	6.05656793424411	3.76562902036411e-05
MPH1_donor_2	RAD18_recipient_1	CSPL	DMSO	1.25824712046239	-4.17136495875166	NEUTRAL	AGGRAVATING	5.42961207921405	0.000281226529935596
MPH1_donor_2	CSM2_recipient_1	CSPL	DMSO	-6.28871396266756	-1.97863751169545	AGGRAVATING	NEUTRAL	-4.31007645097211	0.00897745097434199
MPH1_donor_2	RTT101_recipient_2	CSPL	DMSO	1.28119396748181	-3.93349522020365	NEUTRAL	AGGRAVATING	5.21468918768547	0.000503379476909858
MPH1_donor_2	SHU2_recipient_1	CSPL	DMSO	5.01565342649096	-5.14916087228986	NEUTRAL	AGGRAVATING	10.1648142987808	3.47994976554344e-13
MPH1_donor_2	SHU2_recipient_2	CSPL	DMSO	8.85150439093426	-4.27175975878131	ALLEVIATING	AGGRAVATING	13.1232641497156	2.12112201067312e-21
MPH1_donor_2	SRS2_recipient_1	CSPL	DMSO	-0.556529208990646	-11.5688126269091	NEUTRAL	AGGRAVATING	11.0122834179184	2.48403891193074e-15
MPH1_donor_2	SRS2_recipient_2	CSPL	DMSO	-1.47502030361061	-10.8473884048033	NEUTRAL	AGGRAVATING	9.37236810119274	2.69684108718172e-11
MUS81_donor_1	MAG1_recipient_1	CSPL	DMSO	-8.89726095805382	0.170450897005581	AGGRAVATING	NEUTRAL	-9.0677118550594	4.87689607628681e-10
MUS81_donor_1	MMS1_recipient_1	CSPL	DMSO	2.11182120868362	-5.78423476988968	NEUTRAL	AGGRAVATING	7.8960559785733	3.50328504404592e-08
MUS81_donor_1	MPH1_recipient_1	CSPL	DMSO	1.23248408468628	-11.3276805839022	NEUTRAL	AGGRAVATING	12.5601646685884	1.06284561623264e-19
MUS81_donor_1	RAD18_recipient_1	CSPL	DMSO	3.65722567862425	-7.33301142751787	NEUTRAL	AGGRAVATING	10.9902371061421	2.78285998096176e-15
MUS81_donor_1	RAD18_recipient_2	CSPL	DMSO	-0.444670876791884	-14.8867473032164	NEUTRAL	AGGRAVATING	14.4420764264246	9.58396422229077e-26
MUS81_donor_1	RAD5_recipient_1	CSPL	DMSO	2.29263596688815	-12.6843613171821	NEUTRAL	AGGRAVATING	14.9769972840702	1.19052026496992e-27
MUS81_donor_1	RAD5_recipient_2	CSPL	DMSO	-1.43553598295505	-18.0875826378424	NEUTRAL	AGGRAVATING	16.6520466548874	4.94512408395735e-34
MUS81_donor_1	SGS1_recipient_1	CSPL	DMSO	-3.34976173204421	-8.5277810357838	NEUTRAL	AGGRAVATING	5.17801930373959	0.000553613916961447
MUS81_donor_2	MPH1_recipient_1	CSPL	DMSO	2.44588678415048	-6.4703279552878	NEUTRAL	AGGRAVATING	8.91621473943828	2.86494021706514e-10
MUS81_donor_2	RAD18_recipient_1	CSPL	DMSO	-2.08197618035109	-6.73348035058547	NEUTRAL	AGGRAVATING	4.65150417023438	0.00223535569841113
MUS81_donor_2	RAD18_recipient_2	CSPL	DMSO	2.26492626171138	-13.5537567344655	NEUTRAL	AGGRAVATING	15.8186829961769	8.92247433208866e-31
MUS81_donor_2	RAD54_recipient_1	CSPL	DMSO	-6.19326292684833	0.471201579349713	AGGRAVATING	NEUTRAL	-6.66446450619804	1.12437678288667e-05
MUS81_donor_2	RAD55_recipient_1	CSPL	DMSO	-5.94326246428338	3.13622178166622	AGGRAVATING	NEUTRAL	-9.07948424594959	4.9410866795442e-10
MUS81_donor_2	RAD5_recipient_1	CSPL	DMSO	5.20261041166368	-9.92184876896565	NEUTRAL	AGGRAVATING	15.1244591806293	3.59390872039216e-28
MUS81_donor_2	RAD5_recipient_2	CSPL	DMSO	1.21243996173248	-16.0280878916032	NEUTRAL	AGGRAVATING	17.2405278533357	2.07701523717786e-36
MUS81_donor_2	RTT107_recipient_1	CSPL	DMSO	-10.0590623610297	-1.52790515690228	AGGRAVATING	NEUTRAL	-8.53115720412738	5.64961829093201e-09
MUS81_donor_2	SHU1_recipient_1	CSPL	DMSO	-15.8927346838816	-2.16968537273045	AGGRAVATING	NEUTRAL	-13.7230493111511	1.45365889078323e-22
MUS81_donor_2	SHU1_recipient_2	CSPL	DMSO	-18.6594806430443	-2.00449891103786	AGGRAVATING	NEUTRAL	-16.6549817320064	7.19498058969123e-33
PSY3_donor_1	MMS1_recipient_1	CSPL	DMSO	0.934607943962914	-5.32725716839942	NEUTRAL	AGGRAVATING	6.26186511236233	1.94939724017404e-05
PSY3_donor_1	RTT101_recipient_1	CSPL	DMSO	5.59734062209146	1.30216092925603	ALLEVIATING	NEUTRAL	4.29517969283543	0.0052462512314158
RAD51_donor_1	RAD55_recipient_1	CSPL	DMSO	4.99811844159057	9.03510463300585	NEUTRAL	ALLEVIATING	-4.03698619141529	0.0158455749902854
RAD51_donor_1	RAD61_recipient_1	CSPL	DMSO	-8.26480032178415	-0.973843308109048	AGGRAVATING	NEUTRAL	-7.29095701367511	1.10136846227981e-06
RAD51_donor_2	MPH1_recipient_1	CSPL	DMSO	-5.70573040033191	-1.5452991068248	AGGRAVATING	NEUTRAL	-4.16043129350711	0.0121574606340874
RAD51_donor_2	RAD18_recipient_1	CSPL	DMSO	1.90739780110938	-5.10016482702782	NEUTRAL	AGGRAVATING	7.0075626281372	1.32136992631436e-06
RAD51_donor_2	RAD55_recipient_1	CSPL	DMSO	2.45888305706454	6.41561659256939	NEUTRAL	ALLEVIATING	-3.95673353550485	0.0188814839350696
RAD51_donor_2	RAD61_recipient_1	CSPL	DMSO	-9.33393257593412	-1.1095232299587	AGGRAVATING	NEUTRAL	-8.22440934597542	2.11307657714091e-08
RAD51_donor_2	CSM3_recipient_1	CSPL	DMSO	0.615218937640971	5.88454273742189	NEUTRAL	ALLEVIATING	-5.26932379978092	0.000826485319143556
CLA4_donor_1	MMS1_recipient_1	CSPL	DMSO	2.90460472596286	-4.56353529719258	NEUTRAL	AGGRAVATING	7.46814002315544	2.14039856296503e-07
CLA4_donor_1	RAD18_recipient_1	CSPL	DMSO	0.550173660134437	-10.6051109997269	NEUTRAL	AGGRAVATING	11.1552846598614	1.03556188640221e-15
CLA4_donor_1	RAD18_recipient_2	CSPL	DMSO	0.244482086961768	-18.7478033748794	NEUTRAL	AGGRAVATING	18.9922854618412	6.77475736399277e-44
CLA4_donor_1	RTT101_recipient_1	CSPL	DMSO	-8.17483628118963	-3.73193702981337	AGGRAVATING	NEUTRAL	-4.44289925137625	0.00655555496370051
RAD54_donor_2	MMS1_recipient_1	CSPL	DMSO	5.79997697233925	-0.853539481489125	ALLEVIATING	NEUTRAL	6.65351645382837	5.07860713170665e-06
RAD55_donor_1	MAG1_recipient_1	CSPL	DMSO	1.00057162213399	-4.94111522161563	NEUTRAL	AGGRAVATING	5.94168684374961	5.39900359619654e-05
RAD55_donor_1	MUS81_recipient_1	CSPL	DMSO	-11.3660638473739	1.68825266597522	AGGRAVATING	NEUTRAL	-13.0543165133491	1.83296296544691e-20
RAD55_donor_1	RAD18_recipient_1	CSPL	DMSO	2.2382957795813	-7.64504982227046	NEUTRAL	AGGRAVATING	9.88334560185176	1.69906302768376e-12
RAD55_donor_1	RAD18_recipient_2	CSPL	DMSO	-1.15946829903566	-14.6693041843634	NEUTRAL	AGGRAVATING	13.5098358853277	1.20222243867705e-22
RAD55_donor_1	RAD51_recipient_1	CSPL	DMSO	4.39586532210292	8.29097059374148	NEUTRAL	ALLEVIATING	-3.89510527163857	0.0216799896492007
RAD55_donor_1	RAD54_recipient_1	CSPL	DMSO	-0.399390595596572	4.49881429954978	NEUTRAL	ALLEVIATING	-4.89820489514635	0.00233175962233675
RAD55_donor_1	RAD59_recipient_1	CSPL	DMSO	-1.79883454877872	-21.0120782030977	NEUTRAL	AGGRAVATING	19.213243654319	8.83260007870658e-45
RAD55_donor_1	SLX4_recipient_1	CSPL	DMSO	-1.0236815327941	-4.36639272139377	NEUTRAL	AGGRAVATING	3.34271118859967	0.0406392251175609
RAD55_donor_2	MUS81_recipient_1	CSPL	DMSO	-5.75854076337287	0.999375282955877	AGGRAVATING	NEUTRAL	-6.75791604632875	8.33393279772637e-06
RAD55_donor_2	RAD18_recipient_2	CSPL	DMSO	-3.58804025539518	-14.250674784236	NEUTRAL	AGGRAVATING	10.6626345288408	1.99135469571643e-14
RAD55_donor_2	RAD59_recipient_1	CSPL	DMSO	0.131691996709428	-18.3558681373624	NEUTRAL	AGGRAVATING	18.4875601340718	1.21204970268164e-41
RAD55_donor_2	RTT101_recipient_1	CSPL	DMSO	-5.23262816323413	0.94649865929434	AGGRAVATING	NEUTRAL	-6.17912682252847	6.13504408969916e-05
RAD55_donor_2	RTT107_recipient_1	CSPL	DMSO	-10.0291362166849	-2.49424374104989	AGGRAVATING	NEUTRAL	-7.53489247563501	4.03588047077913e-07
RAD59_donor_1	MMS1_recipient_1	CSPL	DMSO	-1.85684929093425	-5.91659065288689	NEUTRAL	AGGRAVATING	4.05974136195264	0.00917098580309838
RAD59_donor_1	RAD18_recipient_1	CSPL	DMSO	-2.81685602876957	-7.32058435073846	NEUTRAL	AGGRAVATING	4.50372832196889	0.0032106849570187
RAD59_donor_1	RAD18_recipient_2	CSPL	DMSO	2.18863096163188	-15.3710065018273	NEUTRAL	AGGRAVATING	17.5596374634591	1.0776778132957e-37
RAD59_donor_1	RAD55_recipient_1	CSPL	DMSO	-0.120860884342193	-9.00485777679394	NEUTRAL	AGGRAVATING	8.88399689245174	3.31167428268113e-10
RAD59_donor_1	RAD5_recipient_1	CSPL	DMSO	5.54845388442321	-12.4104742278333	ALLEVIATING	AGGRAVATING	17.9589281122565	2.43432215182812e-39
RAD59_donor_2	MMS1_recipient_1	CSPL	DMSO	1.19548373431813	-4.90564657081462	NEUTRAL	AGGRAVATING	6.10113030513275	3.28635792423665e-05
RAD59_donor_2	RAD18_recipient_1	CSPL	DMSO	-0.602861562568554	-20.1472085335934	NEUTRAL	AGGRAVATING	19.5443469710248	2.99258199069243e-46
